question_id,pmid,year,question,context,long_answer,correct_answer
main_068,9044116,1997,Biliary atresia: should all patients undergo a portoenterostomy?,"The management of noncorrectable extra hepatic biliary atresia includes portoenterostomy, although the results of the surgery are variable. This study was done to develop criteria that could successfully predict the outcome of surgery based on preoperative data, including percutaneous liver biopsy, allowing a more selective approach to the care of these babies. The charts and biopsy results of 31 patients who underwent a Kasai procedure for biliary atresia between 1984 and 1994 were reviewed. Values for preoperative albumin, bilirubin, age of patient at Kasai, and lowest postoperative bilirubin were recorded. Surgical success was defined as postoperative bilirubin that returned to normal. A pathologist blinded to the child's eventual outcome graded the pre-Kasai needle liver biopsy results according to duct proliferation, ductal plate lesion, bile in ducts, lobular inflammation, giant cells, syncitial giant cells, focal necrosis, bridging necrosis, hepatocyte ballooning, bile in zone 1, 2, and 3, cholangitis, and end-stage cirrhosis. Clinical outcome was then predicted. Success after portoenterostomy could not reliably be predicted based on gender, age at Kasai, preoperative bilirubin or albumin levels. Histological criteria, however, predicted outcome in 27 of 31 patients (P<.01). Fifteen of 17 clinical successes were correctly predicted; as were 12 of 14 clinical failures (sensitivity, 86%; specificity, 88%). Individually, the presence of syncitial giant cells, lobular inflammation, focal necrosis, bridging necrosis, and cholangitis, were each associated with failure of the portoenterostomy (P<.05). Bile in zone 1 was associated with clinical success of the procedure (P<.05).","Based on the predictive information available in a liver biopsy, we conclude that those patients who will not benefit from a Kasai procedure can be identified preoperatively, and channeled immediately to transplantation.",no
main_069,22617083,2012,Does age moderate the effect of personality disorder on coping style in psychiatric inpatients?,"To examine age-related differences in the relationship between personality and coping strategies in an Australian population of psychiatric inpatients. Consenting eligible adults (N=238) from 18-100 years of age consecutively admitted to inpatient psychiatry units were assessed using the SCID I and II, the Coping Orientations to Problems Experienced Scale (COPE), the Brief Psychiatric Rating Scale (BPRS), the Global Assessment of Functioning Scale (GAF), the Social and Occupational Functioning Assessment Scale (SOFAS), the 12 Item Short-Form Heath Survey (SF12), the Sarason Social Support Questionnaire, and the NEO Five Factor Inventory (NEO-FFI) (cognitively impaired, and non-English speaking patients were excluded). Older adults reported less symptomatology than younger patients and younger patients described more personality dysfunction than older patients. As assessed by the COPE, older adults reported lower levels of dysfunctional coping strategies than younger adults. Personality traits, social supports, gender, and age predicted coping strategies, while Axis I diagnosis, education, personality disorder, and symptom severity were not significant predictors of coping strategies.",This study found that influences on coping were multifactorial and moderated by age. These factors have implications for interventions designed to enhance coping strategies.,yes
main_070,28196511,2017,"Antiretroviral therapy related adverse effects: Can sub-Saharan Africa cope with the new ""test and treat"" policy of the World Health Organization?","Recent studies have shown that early antiretroviral therapy (ART) initiation results in significant HIV transmission reduction. This is the rationale behind the ""test and treat"" policy of the World Health Organization (WHO). Implementation of this policy will lead to an increased incidence of ART-related adverse effects, especially in sub-Saharan Africa (SSA). Is the region yet ready to cope with such a challenging issue? The introduction and widespread use of ART have drastically changed the natural history of HIV/AIDS, but exposure to ART leads to serious medication-related adverse effects mainly explained by mitochondrial toxicities, and the situation will get worse in the near future. Indeed, ART is associated with an increased risk of developing cardiovascular disease, lipodystrophy, prediabetes and overt diabetes, insulin resistance and hyperlactatemia/lactic acidosis. The prevalence of these disorders is already high in SSA, and the situation will be exacerbated by the implementation of the new WHO recommendations. Most SSA countries are characterized by (extreme) poverty, very weak health systems, inadequate and low quality of health services, inaccessibility to existing health facilities, lack of (qualified) health personnel, lack of adequate equipment, inaccessibility and unaffordability of medicines, and heavy workload in a context of a double burden of disease. Additionally, there is dearth of data on the incidence and predictive factors of ART-related adverse effects in SSA, to anticipate on strategies that should be put in place to prevent the occurrence of these conditions or properly estimate the upcoming burden and prepare an adequate response plan. These are required if we are to anticipate and effectively prevent this upcoming burden.","While SSA would be the first region to experience the huge benefits of implementing the ""test and treat"" policy of the WHO, the region is not yet prepared to manage the consequential increased burden of ART-related toxic and metabolic complications. Urgent measures should be taken to fill the lacunae if SSA is not to become over-burdened by the consequences of the ""test and treat"" policy.",no
main_071,23337545,2013,Is acute fibrinous and organizing pneumonia the expression of immune dysregulation?,"Acute fibrinous and organizing pneumonia (AFOP) is a recently described histologic pattern of diffuse pulmonary disease. In children, all cases reported to date have been fatal. In this study, we describe the first nonfatal AFOP in a child and review the literature. A 10-year-old boy developed very severe aplastic anemia (VSAA) after being admitted to our hospital with a fulminant hepatic failure of unknown origin. A chest computed tomography scan revealed multiple lung nodules and a biopsy of a pulmonary lesion showed all the signs of AFOP. Infectious workup remained negative. We started immunosuppressive therapy with antithymocyte globulin and cyclosporine to treat VSAA. Subsequent chest computed tomography scans showed a considerable diminution of the lung lesions but the VSAA did not improve until we performed hematopoietic stem cell transplantation 5 months later.","Aplastic anemia is associated with a variety of autoimmune syndromes. The sequence of events in our patient suggests that the hepatic failure, AFOP, and the VSAA may all have been part of an autoimmune syndrome. AFOP could be the result of immune dysregulation in this pediatric case with favorable outcome after immunosuppressive therapy and hematopoietic stem cell transplantation.",yes
main_072,26126304,,Estradiol and Antagonist Pretreatment Prior to Microdose Leuprolide in in Vitro Fertilization. Does It Improve IVF Outcomes in Poor Responders as Compared to Oral Contraceptive Pill?,"To compare in vitro fertilization (IVF) outcomes in low responders stimulated with microdose leuprolide protocol (ML) following pretreatment with either oral contraceptive pill (OCP) or luteal estradiol (E2) + GnRH antagonist (E2 + antag) for follicular synchronization prior to controlled ovarian hyperstimulation (COH). This was a retrospective study of 130 women, who were poor responders, undergoing IVF with either OCP/ML or E2+ antag/ML protocols. The main outcome measures were ongoing pregnancy rates, number of oocytes retrieved, and cancellation rate. Both groups were similar in baseline characteristics. There were no significant differences in gonadotropin requirement, cancellation rate, and number of embryos transferred. Ongoing pregnancy rates (40% vs. 15%) were significantly higher in the OCP/ML group. Trends toward greater number of oocytes retrieved (7.7 ± 3.4 vs. 5.9 ± 4.2) and improved implantation rates (20% vs. 12%) were also noted, but these did not reach statistical significance.",E2+antag pretreatment does not appear to improve IVF outcomes in ML protocol when compared to the standard OCP in poor responders. Randomized trials with adequate power to study the optimal method of steroid pretreatments appear justified.,no
main_073,17062225,2006,Thoracic and thoracoabdominal aneurysm repair: is reimplantation of spinal cord arteries a waste of time?,"The impact of different strategies for management of intercostal and lumbar arteries during repair of thoracic and thoracoabdominal aortic aneurysms (TAA/A) on the prevention of paraplegia remains poorly understood. One hundred consecutive patients with intraoperative monitoring of motor evoked potentials (MEP) and somatosensory evoked potentials (SSEP) during TAA/A repair involving serial segmental artery sacrifice (October 2002 to December 2004) were reviewed. Operative mortality was 6%. The median intensive care unit stay was 2.5 days (IQ range: 1-4 days), and the median hospital stay 10.0 days (IQ range: 8-17 days). Potentials remained unchanged during the course of serial segmental artery sacrifice, or could be returned to baseline levels by anesthetic and blood pressure manipulation, in 99 of 100 cases. An average of 8.0 +/- 2.6 segmental artery pairs were sacrificed overall, with an average of 4.5 +/- 2.1 segmental pairs sacrificed between T7 and L1, where the artery of Adamkiewicz is presumed to arise. Postoperative paraplegia occurred in 2 patients. In 1, immediate paraplegia was precipitated by an intraoperative dissection, resulting in 6 hours of lower body ischemia. A second ambulatory patient had severe paraparesis albeit normal cerebral function after resuscitation from a respiratory arrest.","With monitoring of MEP and SSEP, sacrifice--without reimplantation--of as many as 15 intercostal and lumbar arteries during TAA/A repair is safe, resulting in acceptably low rates of immediate and delayed paraplegia. This experience suggests that routine surgical implantation of segmental vessels is not indicated, and that, with evolving understanding of spinal cord perfusion, endovascular repair of the entire thoracic aorta should ultimately be possible without spinal cord injury.",yes
main_074,26536001,2016,Is There an Additional Value of Using Somatostatin Receptor Subtype 2a Immunohistochemistry Compared to Somatostatin Receptor Scintigraphy Uptake in Predicting Gastroenteropancreatic Neuroendocrine Tumor Response?,"It is unknown whether tumoral somatostatin receptor subtype 2a (sst2a) immunohistochemistry (IHC) has additional value compared to somatostatin receptor scintigraphy (SRS) uptake using OctreoScan® in predicting response to peptide receptor radiotherapy using 177Lu-octreotate (PRRT) in patients with gastroenteropancreatic neuroendocrine tumors (GEP-NETs). The aims of this study were: (1) to establish the percentage of sst2a immunopositivity in GEP-NET samples of PRRT-treated patients, (2) to determine the relationship between best GEP-NET response using RECIST 1.0 criteria 1 year after PRRT and tumoral sst2a IHC, and (3) to compare characteristics of patients with sst2a IHC-negative and -positive tumors. All 73 consecutive patients were selected for PRRT based on a positive SRS. Radiological response was scored according to RECIST 1.0 criteria. sst2a status was detected on tumor samples by IHC. In total, 93% of GEP-NET samples showed sst2a IHC positivity. No statistically significant relationship was observed between in vitro sst2a expression and in vivo best GEP-NET response 1 year after PRRT (p = 0.47). Sex, primary tumor site, disease stage, ENETS TNM classification, Ki-67 index, highest serum chromogranin-A level, and highest neuron-specific enolase level were not significantly different between patients with negative and positive sst2a tumoral IHC with the exception of age at diagnosis (p = 0.007).",sst2a IHC of tumor samples has no additional value compared to SRS uptake using OctreoScan® in predicting tumor response after PRRT.,no
main_075,25186850,2015,May student examiners be reasonable substitute examiners for faculty in an undergraduate OSCE on medical emergencies?,"To compare the effect of student examiners (SE) to that of faculty examiners (FE) on examinee performance in an OSCE as well as on post-assessment evaluation in the area of emergency medicine management. An OSCE test-format (seven stations: Advanced Cardiac Life Support (ACLS), Basic Life Support (BLS), Trauma-Management (TM), Pediatric-Emergencies (PE), Acute-Coronary-Syndrome (ACS), Airway-Management (AM), and Obstetrical-Emergencies (OE)) was administered to 207 medical students in their third year of training after they had received didactics in emergency medicine management. Participants were randomly assigned to one of the two simultaneously run tracks: either with SE (n = 110) or with FE (n = 98). Students were asked to rate each OSCE station and to provide their overall OSCE perception by means of a standardized questionnaire. The independent samples t-test was used and effect sizes were calculated (Cohens d). Students achieved significantly higher scores for the OSCE stations ""TM"", ""AM"", and ""OE"" as well as ""overall OSCE score"" in the SE track, whereas the station score for ""PE"" was significantly higher for students in the FE track. Mostly small effect sizes were reported. In the post-assessment evaluation portion of the study, students gave significant higher ratings for the ACS station and ""overall OSCE evaluation"" in the FE track; also with small effect sizes.","It seems quite admissible and justified to encourage medical students to officiate as examiners in undergraduate emergency medicine OSCE formative testing, but not necessarily in summative assessment evaluations.",yes
main_076,21726930,2011,Is endometrial polyp formation associated with increased expression of vascular endothelial growth factor and transforming growth factor-beta1?,"Endometrial polyp is a common cause of abnormal uterine bleeding, but the etiology and pathogenesis remain unclear. Vascular endothelial growth factor (VEGF) is angiogenic, related to thick walled vessels and transforming growth factor-beta1 (TGF-β1) is related to fibrotic tissue, which are characteristics of endometrial polyps. The primary objective of this study was to find out if endometrial polyp formation is associated with increased expression of VEGF or TGF-β1, or both. A secondary objective is to determine if the changes are related to steroid receptor expression. This prospective study compared VEGF and TGF-β1 expression of endometrial polyps and adjacent endometrial tissue in 70 premenopausal women. The comparison of results was separately made for endometrium specimens obtained in the proliferative and secretory phases. The results were correlated with the steroid receptors (estrogen receptor and progesterone receptor) expression. The score of VEGF in glandular cells of endometrial polyps was significantly higher than the score in adjacent endometrium, both in the proliferative phase (P<0.001) and the secretory phase (P=0.03); the score of VEGF in stromal cells of endometrial polyps was significantly higher than the score in adjacent endometrium only in proliferative phase (P=0.006). The score of TGF-β1 in glandular cells of endometrial polyps was significantly higher than the score in adjacent endometrium in proliferative phase (P=0.02); whereas the score of TGF-β1 in stromal cells of endometrial polyps was significantly higher than the score in adjacent endometrium, both in the proliferative phase (P=0.006) and the secretory phase (P=0.008). There was a significant correlation between the expression of steroid receptors and VEGF and TGF-β1 (Spearman's correlation P<0.001 and P<0.05, respectively).","There was increased expression of TGF-β1 and VEGF in polyps compared to adjacent normal endometrial tissue. It suggested that these cytokines might play a role in endometrial polyp formation. In addition, there was a significant correlation between steroid receptor expression and VEGF and TGF-β1 expression.",yes
main_077,23234860,2013,Delays in time to primary treatment after a diagnosis of breast cancer: does it impact survival?,"Treatment delays in breast cancer are generally thought to affect prognosis but the impact on survival remains unclear. Indicators for breast cancer care include time to primary treatment. The purpose of this study was to evaluate whether time to primary treatment (TPT) in breast cancer impacts survival. A total of 648 breast cancer patients treated in the University Malaya Medical Center (UMMC), Malaysia between 2004 and 2005 were included in the study. TPT was calculated from the date of pathological diagnosis to the date of primary treatment. Mortality data was obtained from the National Registry of Births and Deaths. Last date of follow-up was November 2010. Median TPT was 18 days. Majority 508 (69.1%) of the patients received treatment within 30 days after diagnosis. The majority was surgically treated. Ethnicity (p=0.002) and stage at presentation (p=0.007) were significantly associated with delayed TPT. Malay ethnicity had delayed TPT compared to the Chinese; Hazard Ratio (HR) 1.9 (Confidence Interval (CI) 1.237, 2.987). Delayed TPT did not affect overall survival on univariate and multivariate analyses.",Time to primary treatment after a diagnosis of breast cancer had no impact on overall survival. Further studies on care before diagnosis are important in drawing up meaningful quality indicators.,no
main_078,25070942,2015,Can mass drug administration lead to the sustainable control of schistosomiasis?,"In the Philippines, the current national control strategy for schistosomiasis is annual mass drug administration (MDA) with 40 mg/kg of praziquantel in all schistosomiasis-endemic villages with a prevalence ≥10%. A cross-sectional survey of schistosomiasis was conducted in 2012 on 18 221 individuals residing in 22 schistosomiasis-endemic villages in the province of Northern Samar. The prevalence of schistosomiasis, intensity of Schistosoma infection, and morbidity of disease were assessed. Despite an active schistosomiasis-control program in Northern Samar for>30 years, which included a MDA campaign in the last 5 years, the mean prevalence of schistosomiasis among 10 435 evaluated subjects was 27.1% (95% confidence interval [CI], 26.3%-28.0%), and the geometric mean intensity of infection among 2832 evaluated subjects was 17.2 eggs per gram of feces (95% CI, 16.4-18.1). Ultrasonography revealed high levels of schistosomiasis-induced morbidity in the schistosomiasis-endemic communities. Left lobe liver enlargement (≥70 mm) was evident in 89.3% of subjects. Twenty-five percent of the study population had grade II/III liver parenchyma fibrosis, and 13.3% had splenomegaly (≥100 mm).","MDA on its own was insufficient to control the prevalence of schistosomiasis, intensity of Schistosoma infection, or morbidity of the disease. Alternative control measures will be needed to complement the existing national MDA program.",no
main_079,20306735,2009,Fulfilling human resources development goal in West Africa: can the training of ophthalmologist diplomates be improved?,"To ascertain the perspectives of Trainee Ophthalmologist Diplomats (TOD) on the Ophthalmic Diploma Training (ODT) in West Africa with a view to improving the programme. A survey of set 2005 TOD on ODT was carried out in Ghana, 2006. The trainees included 10 (83.35%) males and two (16.7%) females whose ages ranged between thirty-two and fifty-one years. The sponsors of the trainees included Sight Savers International, five (41.7%); Christian Blind Mission International, three (25.0%); Eye Foundation, Lagos, Nigeria two (16.7%); Ministry of Defence Nigeria, one (8.3%); and Health Authority Ghana, one (8.3%). Nine trainees (75.0%) felt the programme was well structured, training allowances were adequate eight (66.7%) and inadequate four (33.3%). Eleven (91.7%) trainees would work wherever they were posted; ten (83.3%) trainees had sense of fulfillment and three (25%) would like to proceed for residency training. All trainees were at least good in chalazion surgery and treatment of common medical eye conditions. Majority were at least good in eye surgery like cataract, eleven (91.7%); trabeculectomy nine (75.0%); pterygium 10 (83.3%); eyelid, eight (66.7%); destructive 11 (91.6%) and refraction 9 (75.0%). Some trainees' perceived problems included inadequate sponsorship (33.3%), short duration of the course four (33.3%) and poor accommodation facility two (16.7%). However, trainees' suggested increase in training posts, four (33.3); training allowance three (25.0%); and incentives for trainers/training hospitals two (16.7%).",The ODT programme ensures ophthalmic manpower for secondary eye care level despite challenges. The stakeholders should look into problems facing the programme in order to improve it.,yes
main_080,24669960,2014,Does the sex of acute stroke patients influence the effectiveness of rt-PA?,"Women have been reported to show more frequent recanalization and better recovery after intravenous (IV) recombinant tissue plasminogen activator (rt-PA) treatment for acute stroke compared with men. To investigate this we studied a series of stroke patients receiving IV rt-PA and undergoing acute transcranial doppler (TCD) examination. Acute stroke patients received IV rt-PA and had acute TCD examination within 4 hours of symptom onset at 4 major stroke centers. TCD findings were interpreted using the Thrombolysis in Brain Ischemia (TIBI) flow grading system. The recanalization rates, and poor 3-month outcomes (modified Rankin scale>2) of men and women were compared using the chi-square test. Multiple regression analysis was used to assess sex as a predictor of recanalization and poor 3-month outcome after controlling for age, baseline NIH Stroke Scale (NIHSS), time to treatment, hypertension, and blood glucose. 369 patients had TCD examinations before or during IV rt-PA treatment. The 199 (53.9%) men and 170 (46.1%) women had mean ages of 67 ± 13 and 70 ± 14 years, respectively. The sexes did not differ significantly in baseline stroke severity, time to TCD examination, or time to thrombolysis. Of the men, 68 (34.2%) had complete recanalization, 58 (29.1%) had partial recanalization, and 73 (36.6%) had no recanalization. Of the women, 53 (31.2%) had complete recanalization, 46 (27%) had partial recanalization, and 71 (41.8%) had no recanalization (p = 0.6). Multiple regression analyses showed no difference between the sexes in recanalization rate, time to recanalization, or clinical outcome at 3 months.","In our study; sex is not a significant predictor of recanalization rate, time to recanalization or 3-month outcome in stroke patients following IV rt-PA.",no
main_081,26449554,2016,Does either obesity or OSA severity influence the response of autotitrating CPAP machines in very obese subjects?,"The pressures delivered by autotitrating continuous positive airways pressure (CPAP) devices not only treat obstructive sleep apnoea (OSA) effectively but also give potentially interesting physiological information about the forces impinging on the pharynx. In earlier work from this unit, we used correlations between autoCPAP pressure and both OSA severity and obesity, to construct an algorithm to estimate the fixed CPAP pressure a patient required for subsequent clinical use. We wished to discover if these relationships could be reliably extended to a much more obese group. We performed a prospective cohort study in an obese population. Measurements of obesity were made, OSA severity was recorded, and the 95th centile autoCPAP pressure was recorded during 1 week of autoCPAP. Spearman's rank correlation was performed between measurements of obesity and autoCPAP pressure, and between OSA severity and autoCPAP pressure. Fifty-four obese individuals (median body mass index (BMI) 43.0 kg/m(2)), 52 % of whom had OSA (apnoea-hypopnoea index (AHI) ≥ 15), had a median 95th centile autoCPAP pressure of 11.8 cmH2O. We found no significant correlation between autoCPAP pressure and neck circumference, waist circumference or BMI. There was a moderate correlation between autoCPAP pressure and OSA severity (AHI r = 0.34, p = 0.02; oxygen desaturation index (ODI) r = 0.48, p < 0.001).","In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.",yes
main_082,23222920,2013,Pancreas retransplantation:  a second chance for diabetic patients?,"If pancreas transplantation is a validated alternative for type 1 diabetic patients with end-stage renal disease, the management of patients who have lost their primary graft is poorly defined. This study aims at evaluating pancreas retransplantation outcome. Between 1976 and 2008, 569 pancreas transplantations were performed in Lyon and Geneva, including 37 second transplantations. Second graft survival was compared with primary graft survival of the same patients and the whole population. Predictive factors of second graft survival were sought. Patient survival and impact on kidney graft function and survival were evaluated. Second pancreas survival of the 17 patients transplanted from 1995 was close to primary graft survival of the whole population (71% vs. 79% at 1 year and 59% vs. 69% at 5 years; P=0.5075) and significantly better than their first pancreas survival (71% vs. 29% at 1 year and 59% vs. 7% at 5 years; P=0.0008) regardless of the cause of first pancreas loss. The same results were observed with all 37 retransplantations. Survival of second simultaneous pancreas and kidney transplantations was better than survival of second pancreas after kidney. Patient survival was excellent (89% at 5 years). Pancreas retransplantation had no impact on kidney graft function and survival (100% at 5 years).",Pancreas retransplantation is a safe procedure with acceptable graft survival that should be proposed to diabetic patients who have lost their primary graft.,yes
main_083,15222284,2004,The effective orifice area/patient aortic annulus area ratio: a better way to compare different bioprostheses?,"The aim of this prospective, randomized study was to compare the hemodynamic performance of the Medtronic Mosaic and Edwards Perimount bioprostheses in the aortic position, and to evaluate prosthesis-specific differences in valve sizing and valve-size labeling. Between August 2000 and September 2002, 139 patients underwent isolated aortic valve replacement (AVR) with the Mosaic (n = 67) or Perimount (n = 72) bioprosthesis. Intraoperatively, the internal aortic annulus diameter was measured by insertion of a gauge (Hegar dilator), while prosthesis size was determined by using the original sizers. Transthoracic echocardiography was performed to determine hemodynamic and dimensional data. As the aim of AVR is to achieve a maximal effective orifice area (EOA) within a given aortic annulus, the ratio of EOA to patient aortic annulus area was calculated, the latter being based on annulus diameter measured intraoperatively. Operative mortality was 2.2% (Mosaic 3.0%; Perimount 1.4%; p = NS). Upsizing (using a prosthesis larger in labeled valve size than the patient's measured internal aortic annulus diameter) was possible in 28.4% of Mosaic patients and 8.3% of Perimount patients. The postoperative mean systolic pressure gradient ranged from 10.5 to 22.2 mmHg in the Mosaic group, and from 9.4 to 12.6 mmHg in the Perimount group; it was significantly lower for 21 and 23 Perimount valves than for 21 and 23 Mosaic valves. The EOA ranged from 0.78 to 2.37 cm2 in Mosaic patients, and from 0.95 to 2.12 cm2 in Perimount patients. When indexing EOA by calculating the ratio of EOA to patient aortic annulus area to adjust for variables such as patient anatomy and valve dimensions, there was no significant difference between the two bioprostheses.",Comparisons of absolute EOA values grouped by the manufacturers' valve sizes are misleading because of specific differences in geometric dimensions. The EOA:patient aortic annulus area ratio provides a new hemodynamic index which may facilitate objective comparisons between different valve types.,yes
main_084,23774337,2013,Does the central venous pressure predict fluid responsiveness?,"Despite a previous meta-analysis that concluded that central venous pressure should not be used to make clinical decisions regarding fluid management, central venous pressure continues to be recommended for this purpose.AIM: To perform an updated meta-analysis incorporating recent studies that investigated indices predictive of fluid responsiveness. A priori subgroup analysis was planned according to the location where the study was performed (ICU or operating room). MEDLINE, EMBASE, Cochrane Register of Controlled Trials, and citation review of relevant primary and review articles. Clinical trials that reported the correlation coefficient or area under the receiver operating characteristic curve (AUC) between the central venous pressure and change in cardiac performance following an intervention that altered cardiac preload. From 191 articles screened, 43 studies met our inclusion criteria and were included for data extraction. The studies included human adult subjects, and included healthy controls (n = 1) and ICU (n = 22) and operating room (n = 20) patients. Data were abstracted on study characteristics, patient population, baseline central venous pressure, the correlation coefficient, and/or the AUC between central venous pressure and change in stroke volume index/cardiac index and the percentage of fluid responders. Meta-analytic techniques were used to summarize the data. Overall 57% ± 13% of patients were fluid responders. The summary AUC was 0.56 (95% CI, 0.54-0.58) with no heterogenicity between studies. The summary AUC was 0.56 (95% CI, 0.52-0.60) for those studies done in the ICU and 0.56 (95% CI, 0.54-0.58) for those done in the operating room. The summary correlation coefficient between the baseline central venous pressure and change in stroke volume index/cardiac index was 0.18 (95% CI, 0.1-0.25), being 0.28 (95% CI, 0.16-0.40) in the ICU patients, and 0.11 (95% CI, 0.02-0.21) in the operating room patients.",There are no data to support the widespread practice of using central venous pressure to guide fluid therapy. This approach to fluid resuscitation should be abandoned.,no
main_085,10173769,1997,Longer term quality of life and outcome in stroke patients: is the Barthel index alone an adequate measure of outcome?,"To consider whether the Barthel Index alone provides sufficient information about the long term outcome of stroke. Cross sectional follow up study with a structured interview questionnaire and measures of impairment, disability, handicap, and general health. The scales used were the hospital anxiety and depression scale, mini mental state examination, Barthel index, modified Rankin scale, London handicap scale, Frenchay activities index, SF36, Nottingham health profile, life satisfaction index, and the caregiver strain index. South east London. People, and their identified carers, resident in south east London in 1989-90 when they had their first in a life-time stroke aged under 75 years. Observational study. Comparison and correlation of the individual Barthel index scores with the scores on other outcome measures. One hundred and twenty three (42%) people were known to be alive, of whom 106 (86%) were interviewed. The median age was 71 years (range 34-79). The mean interval between the stroke and follow up was 4.9 years. The rank correlation coefficients between the Barthel and the different dimensions of the SF36 ranged from r = 0.217 (with the role emotional dimension) to r = 0.810 (with the physical functioning dimension); with the Nottingham health profile the range was r = -0.189 (with the sleep dimension, NS) to r = -0.840 (with the physical mobility dimension); with the hospital and anxiety scale depression component the coefficient was r = -0.563, with the life satisfaction index r = 0.361, with the London handicap scale r = 0.726 and with the Frenchay activities index r = 0.826.","The place of the Barthel index as the standard outcome measure for populations of stroke patients is still justified for long term follow up, and may be a proxy for different outcome measures intended for the assessment of other domains.",yes
main_086,24577079,2014,Does strategy training reduce age-related deficits in working memory?,"Older adults typically perform worse on measures of working memory (WM) than do young adults; however, age-related differences in WM performance might be reduced if older adults use effective encoding strategies. The purpose of the current experiment was to evaluate WM performance after training individuals to use effective encoding strategies. Participants in the training group (older adults: n = 39; young adults: n = 41) were taught about various verbal encoding strategies and their differential effectiveness and were trained to use interactive imagery and sentence generation on a list-learning task. Participants in the control group (older: n = 37; young: n = 38) completed an equally engaging filler task. All participants completed a pre- and post-training reading span task, which included self-reported strategy use, as well as two transfer tasks that differed in the affordance to use the trained strategies - a paired-associate recall task and the self-ordered pointing task. Both young and older adults were able to use the target strategies on the WM task and showed gains in WM performance after training. The age-related WM deficit was not greatly affected, however, and the training gains did not transfer to the other cognitive tasks. In fact, participants attempted to adapt the trained strategies for a paired-associate recall task, but the increased strategy use did not benefit their performance.","Strategy training can boost WM performance, and its benefits appear to arise from strategy-specific effects and not from domain-general gains in cognitive ability.",no
main_087,10575390,,Do follow-up recommendations for abnormal Papanicolaou smears influence patient adherence?,"To compare adherence to follow-up recommendations for colposcopy or repeated Papanicolaou (Pap) smears for women with previously abnormal Pap smear results. Retrospective cohort study. Three northern California family planning clinics. All women with abnormal Pap smear results referred for initial colposcopy and a random sample of those referred for repeated Pap smear. Medical records were located and reviewed for 90 of 107 women referred for colposcopy and 153 of 225 women referred for repeated Pap smears. Routine clinic protocols for follow-up--telephone call, letter, or certified letter--were applied without regard to the type of abnormality seen on a Pap smear or recommended examination. Documented adherence to follow-up within 8 months of an abnormal result. Attempts to contact the patients for follow-up, adherence to follow-up recommendations, and patient characteristics were abstracted from medical records. The probability of adherence to follow-up vs the number of follow-up attempts was modeled with survival analysis. Cox proportional hazards models were used to examine multivariate relationships related to adherence. The rate of overall adherence to follow-up recommendations was 56.0% (136/243). Adherence to a second colposcopy was not significantly different from that to a repeated Pap smear (odds ratio, 1.40; 95% confidence interval, 0.80-2.46). The use of as many as 3 patient reminders substantially improved adherence to follow-up. Women without insurance and women attending 1 of the 3 clinics were less likely to adhere to any follow-up recommendation (hazard ratio for no insurance, 0.43 [95% confidence interval, 0.20-0.93], and for clinic, 0.35 [95% confidence interval, 0.15-0.73]).","Adherence to follow-up was low in this family planning clinic population, no matter what type of follow-up was advised. Adherence was improved by the use of up to 3 reminders. Allocating resources to effective methods for improving adherence to follow-up of abnormal results may be more important than which follow-up procedure is recommended.",no
main_088,21256734,2011,Does pain intensity predict a poor opioid response in cancer patients?,"A secondary analysis of one-hundred-sixty-seven patients referred for treatment of cancer-related pain was conducted. Pain intensity at admission was recorded and patients were divided in three categories of pain intensity: mild, moderate and severe. Patients were offered a treatment with opioid dose titration, according to department policy. Data regarding opioid doses and pain intensity were collected after dose titration was completed. Four levels of opioid response were considered: (a) good pain control, with minimal opioid escalation and without relevant adverse effects; (b) good pain control requiring more aggressive opioid escalation, for example doubling the doses in four days; (c) adequate pain control associated with the occurrence of adverse effects; (d) poor pain control with adverse effects. Seventy-six, forty-four, forty-one and six patients showed a response a, b, c, and d, respectively. No correlation between baseline pain intensity categories and opioid response was found. Patients with response 'b' and 'd' showed higher values of OEImg.",Baseline pain intensity does not predict the outcome after an appropriate opioid titration. It is likely that non-homogeneous pain treatment would have biased the outcome of a previous work.,no
main_089,17096624,,Do patterns of knowledge and attitudes exist among unvaccinated seniors?,To examine patterns of knowledge and attitudes among adults aged>65 years unvaccinated for influenza. Surveyed Medicare beneficiaries in 5 areas; clustered unvaccinated seniors by their immunization related knowledge and attitudes. Identified 4 clusters: Potentials (45%) would receive influenza vaccine to prevent disease; Fearful Uninformeds (9%) were unsure if influenza vaccine causes illness; Doubters (27%) were unsure if vaccine is efficacious; Misinformeds (19%) believed influenza vaccine causes illness. More Potentials (75%) and Misinformeds (70%) ever received influenza vaccine than did Fearful Uninformeds (18%) and Doubters (29%).,Findings suggest that cluster analyses may be useful in identifying groups for targeted health messages.,yes
